tier,status,target_rate_msg_s,achieved_rate_msg_s,p50_latency_ms,p99_latency_ms,backlog_messages,duration_s,patients,signal_rate_hz,pull_timeout_s,measured_at_utc,machine_os,machine_os_release,machine_architecture,machine_logical_cpus,machine_memory_bytes,machine_python_version
T1,executed,30.0,29.98245116339667,11.25788688659668,14.944314956665039,0,10.00585303600019,6,1.0,0.1,2026-09-13T21:47:32.462237+00:00,Linux,6.12.107+deb13-amd64,x86_64,12,33332183040,3.13.5
